日期,產品,平均價(元/公斤)
111/07/28,859 榴槤 進口 ,147.4
111/07/28,C9 柑橘 進口 ,103.1
111/07/28,E9 甜橙 進口 ,38.0
111/07/28,G49 奇異果 進口 ,67.2
111/07/28,S49 葡萄 無子進口 ,183.3
111/07/28,S9 葡萄 進口 ,674.6
111/07/28,X69 蘋果 富士進口 ,53.9
111/07/28,Y19 桃子 水蜜桃進口 ,172.7
111/07/28,Y39 桃子 甜桃進口 ,99.1
111/07/28,Y9 桃子 進口 ,228.0
111/07/29,459 草莓 進口 ,222.2
111/07/29,469 藍莓 進口 ,100.0
111/07/29,839 櫻桃 進口 ,201.3
111/07/29,859 榴槤 進口 ,95.9
111/07/29,C9 柑橘 進口 ,81.6
111/07/29,E9 甜橙 進口 ,31.5
111/07/29,G39 酪梨 進口 ,93.3
111/07/29,G49 奇異果 進口 ,94.9
111/07/29,H49 葡萄柚 紅肉進口 ,26.7
111/07/29,N9 李 進口 ,194.2
111/07/29,S49 葡萄 無子進口 ,170.5
111/07/29,S9 葡萄 進口 ,687.9
111/07/29,W9 洋香瓜 進口 ,240.0
111/07/29,X69 蘋果 富士進口 ,55.2
111/07/29,Y19 桃子 水蜜桃進口 ,170.0
111/07/29,Y39 桃子 甜桃進口 ,100.0
111/07/29,Y9 桃子 進口 ,245.0
111/07/30,459 草莓 進口 ,222.2
111/07/30,469 藍莓 進口 ,266.7
111/07/30,839 櫻桃 進口 ,215.8
111/07/30,859 榴槤 進口 ,99.6
111/07/30,919 其他 進口 ,63.4
111/07/30,C9 柑橘 進口 ,40.3
111/07/30,E9 甜橙 進口 ,36.7
111/07/30,G49 奇異果 進口 ,97.7
111/07/30,S49 葡萄 無子進口 ,166.7
111/07/30,S9 葡萄 進口 ,869.6
111/07/30,W9 洋香瓜 進口 ,333.4
111/07/30,X69 蘋果 富士進口 ,52.4
111/07/30,Y19 桃子 水蜜桃進口 ,186.5
111/07/30,Y9 桃子 進口 ,242.0
111/07/31,459 草莓 進口 ,222.2
111/07/31,839 櫻桃 進口 ,204.9
111/07/31,859 榴槤 進口 ,147.4
111/07/31,C9 柑橘 進口 ,51.9
111/07/31,E9 甜橙 進口 ,44.1
111/07/31,F9 雜柑 進口 ,66.7
111/07/31,G49 奇異果 進口 ,75.5
111/07/31,N9 李 進口 ,191.9
111/07/31,S9 葡萄 進口 ,889.1
111/07/31,W9 洋香瓜 進口 ,387.3
111/07/31,X69 蘋果 富士進口 ,60.4
111/07/31,Y19 桃子 水蜜桃進口 ,178.8
111/07/31,Y39 桃子 甜桃進口 ,86.7
111/07/31,Y9 桃子 進口 ,279.3
111/08/02,459 草莓 進口 ,222.2
111/08/02,839 櫻桃 進口 ,213.9
111/08/02,859 榴槤 進口 ,106.1
111/08/02,C9 柑橘 進口 ,64.0
111/08/02,E9 甜橙 進口 ,37.2
111/08/02,G49 奇異果 進口 ,92.8
111/08/02,H49 葡萄柚 紅肉進口 ,23.3
111/08/02,N9 李 進口 ,183.2
111/08/02,O9 梨 其他進口 ,73.3
111/08/02,S49 葡萄 無子進口 ,175.3
111/08/02,S9 葡萄 進口 ,523.0
111/08/02,W9 洋香瓜 進口 ,64.6
111/08/02,X69 蘋果 富士進口 ,53.0
111/08/02,Y19 桃子 水蜜桃進口 ,186.2
111/08/02,Y9 桃子 進口 ,281.6
111/08/03,129 椰子 剝殼進口 ,131.5
111/08/03,459 草莓 進口 ,222.2
111/08/03,469 藍莓 進口 ,244.1
111/08/03,839 櫻桃 進口 ,221.7
111/08/03,859 榴槤 進口 ,93.0
111/08/03,919 其他 進口 ,120.0
111/08/03,C9 柑橘 進口 ,514.6
111/08/03,E9 甜橙 進口 ,23.3
111/08/03,G49 奇異果 進口 ,75.5
111/08/03,N9 李 進口 ,181.3
111/08/03,O9 梨 其他進口 ,71.1
111/08/03,S9 葡萄 進口 ,549.6
111/08/03,X69 蘋果 富士進口 ,46.4
111/08/03,Y19 桃子 水蜜桃進口 ,170.0
111/08/03,Y39 桃子 甜桃進口 ,81.7
111/08/03,Y9 桃子 進口 ,283.6
111/08/03,Z9 柿子 進口 ,973.4
111/08/04,129 椰子 剝殼進口 ,135.9
111/08/04,459 草莓 進口 ,225.6
111/08/04,469 藍莓 進口 ,266.7
111/08/04,839 櫻桃 進口 ,241.8
111/08/04,859 榴槤 進口 ,102.1
111/08/04,919 其他 進口 ,133.3
111/08/04,C9 柑橘 進口 ,65.7
111/08/04,E9 甜橙 進口 ,32.8
111/08/04,G49 奇異果 進口 ,73.6
111/08/04,H49 葡萄柚 紅肉進口 ,20.0
111/08/04,S49 葡萄 無子進口 ,183.3
111/08/04,S9 葡萄 進口 ,938.5
111/08/04,W9 洋香瓜 進口 ,86.9
111/08/04,X69 蘋果 富士進口 ,45.0
111/08/04,Y19 桃子 水蜜桃進口 ,160.0
111/08/04,Y9 桃子 進口 ,485.2
111/08/05,459 草莓 進口 ,222.2
111/08/05,469 藍莓 進口 ,248.0
111/08/05,839 櫻桃 進口 ,264.9
111/08/05,859 榴槤 進口 ,150.2
111/08/05,919 其他 進口 ,22.8
111/08/05,C9 柑橘 進口 ,150.8
111/08/05,E9 甜橙 進口 ,46.4
111/08/05,G49 奇異果 進口 ,91.8
111/08/05,H49 葡萄柚 紅肉進口 ,20.3
111/08/05,N9 李 進口 ,200.0
111/08/05,O9 梨 其他進口 ,71.8
111/08/05,S49 葡萄 無子進口 ,158.2
111/08/05,S9 葡萄 進口 ,805.5
111/08/05,W9 洋香瓜 進口 ,70.6
111/08/05,X69 蘋果 富士進口 ,47.1
111/08/05,Y19 桃子 水蜜桃進口 ,160.0
111/08/05,Y39 桃子 甜桃進口 ,87.2
111/08/05,Y9 桃子 進口 ,252.9
111/08/06,459 草莓 進口 ,222.2
111/08/06,469 藍莓 進口 ,266.7
111/08/06,839 櫻桃 進口 ,189.8
111/08/06,859 榴槤 進口 ,92.9
111/08/06,919 其他 進口 ,60.0
111/08/06,C9 柑橘 進口 ,68.1
111/08/06,E9 甜橙 進口 ,35.1
111/08/06,G49 奇異果 進口 ,95.2
111/08/06,H49 葡萄柚 紅肉進口 ,55.0
111/08/06,N9 李 進口 ,133.3
111/08/06,S49 葡萄 無子進口 ,191.7
111/08/06,S9 葡萄 進口 ,707.5
111/08/06,W9 洋香瓜 進口 ,560.0
111/08/06,X69 蘋果 富士進口 ,49.2
111/08/06,Y19 桃子 水蜜桃進口 ,181.0
111/08/06,Y39 桃子 甜桃進口 ,93.3
111/08/06,Y9 桃子 進口 ,296.8
111/08/07,129 椰子 剝殼進口 ,131.2
111/08/07,459 草莓 進口 ,222.2
111/08/07,469 藍莓 進口 ,233.3
111/08/07,839 櫻桃 進口 ,235.5
111/08/07,859 榴槤 進口 ,131.1
111/08/07,C9 柑橘 進口 ,85.6
111/08/07,E9 甜橙 進口 ,37.0
111/08/07,G49 奇異果 進口 ,38.3
111/08/07,H49 葡萄柚 紅肉進口 ,40.0
111/08/07,N9 李 進口 ,161.7
111/08/07,S49 葡萄 無子進口 ,211.1
111/08/07,S9 葡萄 進口 ,575.9
111/08/07,W9 洋香瓜 進口 ,237.0
111/08/07,X69 蘋果 富士進口 ,49.3
111/08/07,Y19 桃子 水蜜桃進口 ,203.6
111/08/07,Y39 桃子 甜桃進口 ,116.9
111/08/07,Y9 桃子 進口 ,264.1
111/08/09,129 椰子 剝殼進口 ,122.5
111/08/09,469 藍莓 進口 ,216.7
111/08/09,839 櫻桃 進口 ,267.1
111/08/09,859 榴槤 進口 ,93.8
111/08/09,C9 柑橘 進口 ,81.4
111/08/09,E9 甜橙 進口 ,30.1
111/08/09,G39 酪梨 進口 ,103.3
111/08/09,G49 奇異果 進口 ,87.1
111/08/09,H49 葡萄柚 紅肉進口 ,20.0
111/08/09,N9 李 進口 ,166.7
111/08/09,O99 梨 西洋梨進口 ,53.3
111/08/09,S49 葡萄 無子進口 ,173.8
111/08/09,S9 葡萄 進口 ,403.0
111/08/09,W9 洋香瓜 進口 ,69.6
111/08/09,X69 蘋果 富士進口 ,52.3
111/08/09,Y19 桃子 水蜜桃進口 ,175.6
111/08/09,Y39 桃子 甜桃進口 ,125.3
111/08/09,Y9 桃子 進口 ,319.9
111/08/10,129 椰子 剝殼進口 ,140.2
111/08/10,459 草莓 進口 ,222.2
111/08/10,469 藍莓 進口 ,207.4
111/08/10,839 櫻桃 進口 ,259.0
111/08/10,859 榴槤 進口 ,105.1
111/08/10,C9 柑橘 進口 ,63.6
111/08/10,E9 甜橙 進口 ,42.8
111/08/10,F9 雜柑 進口 ,66.7
111/08/10,G49 奇異果 進口 ,101.4
111/08/10,H49 葡萄柚 紅肉進口 ,20.0
111/08/10,N9 李 進口 ,168.3
111/08/10,S49 葡萄 無子進口 ,183.6
111/08/10,S9 葡萄 進口 ,630.2
111/08/10,W9 洋香瓜 進口 ,72.2
111/08/10,X69 蘋果 富士進口 ,54.4
111/08/10,Y19 桃子 水蜜桃進口 ,172.5
111/08/10,Y9 桃子 進口 ,262.1
111/08/11,129 椰子 剝殼進口 ,126.7
111/08/11,459 草莓 進口 ,222.2
111/08/11,469 藍莓 進口 ,201.7
111/08/11,839 櫻桃 進口 ,257.7
111/08/11,859 榴槤 進口 ,97.9
111/08/11,919 其他 進口 ,253.4
111/08/11,B9 鳳梨 進口 ,40.0
111/08/11,C9 柑橘 進口 ,67.3
111/08/11,E9 甜橙 進口 ,36.0
111/08/11,G49 奇異果 進口 ,77.0
111/08/11,S49 葡萄 無子進口 ,184.2
111/08/11,S9 葡萄 進口 ,630.6
111/08/11,W9 洋香瓜 進口 ,65.0
111/08/11,X69 蘋果 富士進口 ,53.4
111/08/11,Y19 桃子 水蜜桃進口 ,164.2
111/08/11,Y39 桃子 甜桃進口 ,48.0
111/08/11,Y9 桃子 進口 ,305.0
111/08/12,129 椰子 剝殼進口 ,130.8
111/08/12,459 草莓 進口 ,222.2
111/08/12,469 藍莓 進口 ,70.0
111/08/12,839 櫻桃 進口 ,277.7
111/08/12,859 榴槤 進口 ,97.2
111/08/12,919 其他 進口 ,66.7
111/08/12,C9 柑橘 進口 ,62.7
111/08/12,E9 甜橙 進口 ,33.8
111/08/12,F9 雜柑 進口 ,66.7
111/08/12,G49 奇異果 進口 ,103.3
111/08/12,O9 梨 其他進口 ,71.1
111/08/12,S49 葡萄 無子進口 ,195.0
111/08/12,S9 葡萄 進口 ,673.0
111/08/12,W9 洋香瓜 進口 ,65.5
111/08/12,X69 蘋果 富士進口 ,46.7
111/08/12,Y19 桃子 水蜜桃進口 ,203.8
111/08/12,Y39 桃子 甜桃進口 ,183.3
111/08/12,Y9 桃子 進口 ,246.6
111/08/13,129 椰子 剝殼進口 ,39.1
111/08/13,459 草莓 進口 ,222.2
111/08/13,469 藍莓 進口 ,172.0
111/08/13,839 櫻桃 進口 ,264.1
111/08/13,859 榴槤 進口 ,92.0
111/08/13,C9 柑橘 進口 ,62.1
111/08/13,E9 甜橙 進口 ,28.6
111/08/13,G49 奇異果 進口 ,100.2
111/08/13,H49 葡萄柚 紅肉進口 ,20.0
111/08/13,N9 李 進口 ,188.0
111/08/13,S49 葡萄 無子進口 ,184.3
111/08/13,S9 葡萄 進口 ,639.9
111/08/13,W9 洋香瓜 進口 ,296.1
111/08/13,X69 蘋果 富士進口 ,46.9
111/08/13,Y19 桃子 水蜜桃進口 ,200.0
111/08/13,Y39 桃子 甜桃進口 ,183.3
111/08/13,Y9 桃子 進口 ,231.4
111/08/14,469 藍莓 進口 ,133.3
111/08/14,839 櫻桃 進口 ,330.0
111/08/14,C9 柑橘 進口 ,256.7
111/08/14,E9 甜橙 進口 ,36.1
111/08/14,G49 奇異果 進口 ,87.0
