cid,tid,vid,號次,名字,政黨代號,性別,出生日期,年齡,出生地,學歷,現任,當選註記,副手,名稱,政黨名稱
63_000_00,63_000_00_030,63_000_00_030_0018,3,劉鴻翔,999,1,0421127,64,臺北市,專科,N,NA,NA,永康里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0019,1,張惠銓,1,1,0351129,71,其他,專科,Y,*,NA,光明里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0019,2,張美霞,999,2,0510803,56,臺灣省,高中,N,NA,NA,光明里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0020,1,范燕淇,999,1,0391006,68,臺灣省,高中,Y,*,NA,錦泰里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0020,2,張慶東,1,1,0360520,71,臺灣省,碩士,N,NA,NA,錦泰里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0021,1,溫美珠,1,2,0520502,55,臺灣省,高中,Y,*,NA,錦華里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0022,1,黃智宏,999,1,0461210,60,臺灣省,高中,N,NA,NA,龍圖里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0022,2,蕭萬居,1,1,0470309,60,臺灣省,高中,Y,*,NA,龍圖里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0023,1,袁德珩,999,1,0320906,75,其他,其他,N,NA,NA,新龍里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0023,2,黃秀兒,999,2,0361102,71,臺灣省,高中(職)以下,N,NA,NA,新龍里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0023,3,盧復國,999,1,0451002,62,臺北市,大學,N,NA,NA,新龍里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0023,4,郭瑞松,999,1,0520517,55,臺灣省,高中,N,NA,NA,新龍里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0023,5,李淑梅,1,2,0490225,58,臺灣省,大學,Y,*,NA,新龍里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0026,1,劉長青,1,1,0420618,65,臺北市,高中,Y,*,NA,龍陣里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0026,2,游菊英,999,2,0461120,61,臺灣省,專科,N,NA,NA,龍陣里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0027,1,張書睿,999,1,0430801,64,臺灣省,高中,N,NA,NA,龍雲里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0027,2,黃廣明,1,1,0400801,67,臺灣省,大學,Y,*,NA,龍雲里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0027,3,藍一誠,999,1,0670331,40,臺北市,大學,N,NA,NA,龍雲里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0028,1,程敏枝,999,1,0350109,72,臺北市,專科,N,NA,NA,龍生里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0028,2,沈鳳雲,1,1,0420130,65,桃園市,高中,Y,*,NA,龍生里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0029,1,歐秀珠,1,2,0500518,57,臺灣省,碩士,Y,*,NA,住安里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0030,1,劉威志,1,1,0660602,41,臺北市,大學,Y,*,NA,義安里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0030,2,彭麗美,999,2,0401111,67,臺灣省,高中,N,NA,NA,義安里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0031,1,周進財,1,1,0511025,56,臺北市,專科,Y,*,NA,通化里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0031,2,宋正才,999,1,0430630,64,臺灣省,其他,N,NA,NA,通化里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0032,1,鄭文明,1,1,0490428,58,臺北市,高中,Y,*,NA,通安里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0033,1,黃金財,999,1,0371017,70,臺灣省,高中,Y,NA,NA,臨江里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0033,2,劉勇雄,999,1,0571117,50,臺北市,高中,N,*,NA,臨江里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0033,3,林麗卿,999,2,0480407,59,臺北市,高中,N,NA,NA,臨江里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0034,1,黃博洋,999,1,0480614,59,臺北市,大學,N,NA,NA,法治里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0034,2,王明惠,999,1,0550117,52,臺北市,高中,N,NA,NA,法治里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0034,3,林佩燕,1,2,0550207,52,臺北市,高中,N,*,NA,法治里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0035,1,林麗珠,1,2,0400712,67,臺灣省,高中,Y,*,NA,全安里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0036,1,翁鴻源,1,1,0501103,57,臺灣省,專科,Y,*,NA,群賢里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0037,1,石忠勝,1,1,0421018,65,高雄市,專科,Y,*,NA,群英里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0037,2,陳正家,999,1,0380512,69,其他,大學,N,NA,NA,群英里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0038,1,詹仲琪,1,1,0511203,55,臺灣省,高中,Y,*,NA,虎嘯里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0039,1,邱奕承,999,1,0790903,28,桃園市,大學,N,*,NA,臥龍里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0039,2,張枝鉦,1,1,0430112,64,臺北市,大學,Y,NA,NA,臥龍里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0040,1,汪吉秋,1,1,0420824,65,臺北市,大學,Y,*,NA,龍淵里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0041,1,馬強,999,1,0630414,44,臺北市,大學,N,NA,NA,龍門里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0041,2,黃絹家,1,2,0521116,55,臺北市,專科,Y,*,NA,龍門里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0043,1,何承翰,999,1,0721201,34,臺北市,專科,N,NA,NA,大學里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0043,2,吳沛璇,1,2,0530720,54,臺灣省,碩士,Y,*,NA,大學里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0044,1,黃種榮,999,1,0390126,68,臺北市,高中,Y,*,NA,芳和里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0044,2,陳明達,999,1,0450117,62,臺北市,碩士,N,NA,NA,芳和里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0044,3,劉婉庭,999,2,0501227,56,臺北市,專科,N,NA,NA,芳和里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0046,1,柯邱素鑾,1,2,0400826,67,臺灣省,高中(職)以下,Y,*,NA,黎元里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0047,1,姜春梅,999,2,0610730,46,新北市,專科,N,NA,NA,黎孝里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0047,2,方丁輝,1,1,0570628,50,金馬地區,高中,Y,*,NA,黎孝里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0047,3,吳宜玟,999,2,0580105,49,桃園市,專科,N,NA,NA,黎孝里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0048,1,羅英珍,1,1,0390301,68,臺南市,其他,Y,*,NA,黎和里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0048,2,李啟宏,1,1,0660928,41,臺北市,高中,N,NA,NA,黎和里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0048,3,沈立威,999,1,0491022,58,臺北市,高中,N,NA,NA,黎和里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0049,1,溫進亮,1,1,0380421,69,桃園市,專科,Y,*,NA,建安里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0050,1,林正達,1,1,0660813,41,臺北市,碩士,Y,*,NA,建倫里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0051,1,王復,999,1,0500714,57,臺北市,高中,Y,*,NA,敦安里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0051,2,石師誠,999,1,0320909,75,其他,大學,N,NA,NA,敦安里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0051,3,陳賢龍,999,1,0501013,57,臺南市,專科,N,NA,NA,敦安里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0052,1,陳秉庭,999,1,0621217,44,臺北市,高中,N,NA,NA,正聲里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0052,2,陳秀蘭,1,2,0371225,69,臺北市,高中,Y,*,NA,正聲里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0053,1,傅吉田,1,1,0480315,59,桃園市,碩士,Y,*,NA,敦煌里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0054,1,陳金花,1,2,0440922,63,臺灣省,高中,Y,*,NA,華聲里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0054,2,籍量中,999,1,0460511,61,臺北市,專科,N,NA,NA,華聲里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0055,1,施桂英,999,2,0430202,64,臺灣省,高中,Y,*,NA,車層里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0055,2,戴彤芸,1,2,0720304,35,臺北市,高中,N,NA,NA,車層里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0056,1,蔡文富,1,1,0490910,58,臺灣省,高中,N,NA,NA,光信里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0056,2,楊珮菱,999,2,0371018,70,臺北市,大學,N,*,NA,光信里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0057,1,王泳棠,999,1,0570310,50,臺北市,高中,N,NA,NA,學府里,無黨籍及未經政黨推薦
63_000_00,63_000_00_030,63_000_00_030_0057,2,李淳琳,1,2,0410127,66,臺北市,大學,Y,*,NA,學府里,中國國民黨
63_000_00,63_000_00_030,63_000_00_030_0057,3,林慧瑜,999,2,0530325,54,臺灣省,高中,N,NA,NA,學府里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0001,1,陳育群,999,1,0540714,53,臺北市,碩士,N,*,NA,正守里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0001,2,林洳萱,999,2,0630223,44,臺北市,碩士,Y,NA,NA,正守里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0002,1,王明明,999,1,0440128,63,高雄市,專科,Y,NA,NA,正義里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0002,2,李志勇,999,1,0581120,49,臺灣省,專科,N,*,NA,正義里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0002,3,黃永進,999,1,0451228,61,臺灣省,碩士,N,NA,NA,正義里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0003,1,吳蘇秀霞,999,2,0351016,72,臺灣省,其他,Y,*,NA,正得里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0003,2,王美玉,999,2,0480522,59,新北市,碩士,N,NA,NA,正得里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0003,3,鄧盡妹,310,2,0420615,65,臺灣省,碩士,N,NA,NA,正得里,青年陽光黨
63_000_00,63_000_00_040,63_000_00_040_0004,1,王炎生,999,1,0430830,64,臺北市,高中,Y,NA,NA,民安里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0004,2,羅孝英,999,2,0510130,56,臺灣省,高中,N,*,NA,民安里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0005,1,孫大業,999,1,0520926,55,臺北市,專科,N,NA,NA,康樂里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0005,2,王金富,999,1,0370315,70,臺中市,高中(職)以下,Y,*,NA,康樂里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0006,1,曾瓊梅,999,2,0550126,52,臺北市,專科,Y,*,NA,中山里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0006,2,許鍵宏,98,1,0640305,43,臺北市,大學,N,NA,NA,中山里,中華民族致公黨
63_000_00,63_000_00_040,63_000_00_040_0006,3,林松賓,999,1,0390108,68,臺灣省,高中,N,NA,NA,中山里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0007,1,陳鴻章,999,1,0331018,74,臺灣省,高中(職)以下,N,NA,NA,聚盛里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0007,2,舒贑臺,1,1,0430621,64,臺中市,高中(職)以下,Y,*,NA,聚盛里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0008,1,賴政庸,16,1,0450103,62,臺灣省,高中(職)以下,Y,*,NA,集英里,民主進步黨
63_000_00,63_000_00_040,63_000_00_040_0008,2,劉尚恩,1,1,0660518,41,臺北市,高中,N,NA,NA,集英里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0008,3,劉銘雀,999,2,0520813,55,臺北市,專科,N,NA,NA,集英里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0009,1,趙李英記,999,1,0470208,60,臺北市,碩士,N,NA,NA,聚葉里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0009,2,游啟業,999,1,0530302,54,臺北市,高中,Y,*,NA,聚葉里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0010,1,黃志昌,999,1,0620411,45,臺灣省,其他,Y,*,NA,恆安里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0010,2,朱明濱,999,1,0471116,60,臺北市,專科,N,NA,NA,恆安里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0010,3,葉寶春,999,2,0540315,53,桃園市,高中,N,NA,NA,恆安里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0011,1,林姿吟,999,2,0700918,37,臺北市,專科,Y,*,NA,晴光里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0012,1,葉建輝,1,1,0550114,52,臺北市,高中(職)以下,Y,*,NA,圓山里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0013,1,王迎珠,999,2,0431219,63,高雄市,大學,N,*,NA,劍潭里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0013,2,黃宏武,1,1,0390702,68,臺北市,其他,N,NA,NA,劍潭里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0014,1,蔡俊賢,999,1,0460429,61,臺北市,專科,Y,*,NA,大直里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0014,2,曹邦全,999,1,0650411,42,臺北市,碩士,N,NA,NA,大直里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0015,1,李清水,999,1,0400525,67,桃園市,高中,Y,*,NA,成功里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0015,2,彭麗玲,999,2,0560424,51,臺北市,高中,N,NA,NA,成功里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0016,1,林敏華,999,2,0661128,40,臺北市,高中,N,NA,NA,永安里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0016,2,郭怡廷,999,2,0450506,62,臺北市,高中,N,NA,NA,永安里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0016,3,劉春長,999,1,0361016,71,臺北市,高中(職)以下,Y,*,NA,永安里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0017,1,莊欽億,16,1,0540219,53,臺北市,高中,Y,*,NA,大佳里,民主進步黨
63_000_00,63_000_00_040,63_000_00_040_0018,1,吳昇陽,16,1,0500712,57,臺北市,專科,Y,*,NA,新喜里,民主進步黨
63_000_00,63_000_00_040,63_000_00_040_0019,1,陳宥竹,999,2,0470526,60,臺灣省,高中,N,NA,NA,新庄里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0019,2,鄧麗珠,999,2,0500122,57,臺灣省,高中(職)以下,N,*,NA,新庄里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0019,3,趙淵坤,999,1,0460219,61,臺北市,高中,N,NA,NA,新庄里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0020,1,童勝輝,999,1,0511211,55,臺灣省,高中(職)以下,Y,*,NA,新福里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0021,1,蔣築諠,1,2,0540516,53,新北市,大學,N,*,NA,松江里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0021,2,陳永護,16,1,0440210,63,臺北市,專科,Y,NA,NA,松江里,民主進步黨
63_000_00,63_000_00_040,63_000_00_040_0022,1,曾國益,1,1,0561015,51,臺北市,專科,Y,*,NA,新生里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0022,2,林振鵬,16,1,0650323,42,新北市,碩士,N,NA,NA,新生里,民主進步黨
63_000_00,63_000_00_040,63_000_00_040_0022,3,林彩葉,999,2,0380401,69,臺灣省,高中(職)以下,N,NA,NA,新生里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0023,1,陳建中,16,1,0620128,45,新北市,大學,Y,*,NA,中庄里,民主進步黨
63_000_00,63_000_00_040,63_000_00_040_0024,1,歐長成,999,1,0371001,70,桃園市,高中,N,NA,NA,行政里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0024,2,柯萬昌,999,1,0381008,69,臺中市,專科,N,NA,NA,行政里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0024,3,鄭春華,1,1,0400725,67,臺灣省,大學,N,*,NA,行政里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0025,1,陳德賢,999,1,0510210,56,臺灣省,大學,Y,*,NA,行仁里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0026,1,呂勗淇,16,1,0540901,53,臺灣省,專科,Y,*,NA,行孝里,民主進步黨
63_000_00,63_000_00_040,63_000_00_040_0026,2,張純閔,1,1,0361125,70,臺灣省,高中(職)以下,N,NA,NA,行孝里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0027,1,王琇妃,16,2,0401215,66,新北市,高中,Y,NA,NA,下埤里,民主進步黨
63_000_00,63_000_00_040,63_000_00_040_0027,2,施士凱,1,1,0580724,49,臺灣省,高中,N,*,NA,下埤里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0028,1,徐信洲,999,1,0510802,56,臺中市,專科,Y,*,NA,江寧里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0029,1,林裕美,16,2,0500921,57,臺灣省,高中(職)以下,N,NA,NA,江山里,民主進步黨
63_000_00,63_000_00_040,63_000_00_040_0029,2,劉陽劍,1,1,0431001,64,桃園市,大學,Y,*,NA,江山里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0030,1,林德勝,16,1,0460818,61,臺北市,高中,Y,*,NA,中吉里,民主進步黨
63_000_00,63_000_00_040,63_000_00_040_0031,1,吳侃,1,1,0450524,62,臺灣省,專科,N,NA,NA,中原里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0031,2,羅崇華,999,2,0471119,60,臺灣省,專科,N,*,NA,中原里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0031,3,李麗容,999,2,0550205,52,臺灣省,高中,N,NA,NA,中原里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0031,4,郭秀珍,16,2,0450828,62,新北市,碩士,N,NA,NA,中原里,民主進步黨
63_000_00,63_000_00_040,63_000_00_040_0032,1,林芳薇,1,2,0431110,64,臺北市,高中,Y,*,NA,興亞里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0033,1,蔡治永,999,1,0720221,35,臺北市,大學,N,NA,NA,中央里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0033,2,李陳金綉,1,2,0430402,64,臺灣省,高中(職)以下,Y,*,NA,中央里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0034,1,卓志勇,1,1,0650131,42,臺北市,專科,N,*,NA,朱馥里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0034,2,莊錦龍,999,1,0390527,68,臺灣省,高中,Y,NA,NA,朱馥里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0035,1,陳世明,1,1,0351102,72,臺灣省,大學,Y,*,NA,龍洲里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0036,1,孫志忠,999,1,0670310,40,臺北市,高中,N,NA,NA,朱園里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0036,2,李林耀,999,1,0440817,63,臺北市,高中,N,*,NA,朱園里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0037,1,林銘清,16,1,0421008,65,臺北市,高中,Y,*,NA,埤頭里,民主進步黨
63_000_00,63_000_00_040,63_000_00_040_0038,1,高銘鴻,1,1,0470815,60,臺北市,高中,Y,*,NA,朱崙里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0038,2,潘志明,999,1,0570803,50,臺北市,大學,N,NA,NA,朱崙里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0039,1,婁成福,999,1,0591226,47,臺南市,高中(職)以下,N,NA,NA,力行里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0039,2,紀文清,999,1,0410917,66,臺中市,大學,N,NA,NA,力行里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0039,3,沈銀德,999,1,0311128,75,臺灣省,高中,Y,*,NA,力行里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0040,1,吳碧珠,999,2,0510916,56,臺灣省,高中,N,NA,NA,復華里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0040,2,黃展輝,1,1,0410612,66,其他,專科,Y,*,NA,復華里,中國國民黨
63_000_00,63_000_00_040,63_000_00_040_0041,1,游進義,999,1,0550315,52,臺灣省,高中,Y,*,NA,金泰里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0041,2,林應誠,999,1,0650810,42,臺北市,高中,N,NA,NA,金泰里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0042,1,卞睿霖,999,1,0791006,28,臺北市,大學,N,NA,NA,北安里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0042,2,魏慶城,999,1,0600905,47,臺北市,大學,N,NA,NA,北安里,無黨籍及未經政黨推薦
63_000_00,63_000_00_040,63_000_00_040_0042,3,陳永忠,999,1,0330501,74,臺北市,高中(職)以下,Y,*,NA,北安里,無黨籍及未經政黨推薦
63_000_00,63_000_00_050,63_000_00_050_0001,1,林全義,1,1,0431020,64,臺北市,高中,Y,*,NA,水源里,中國國民黨
63_000_00,63_000_00_050,63_000_00_050_0002,1,陳麗真,1,2,0410814,66,臺北市,高中,Y,*,NA,富水里,中國國民黨
63_000_00,63_000_00_050,63_000_00_050_0003,1,温紹宏,1,1,0330411,74,臺灣省,高中,Y,*,NA,文盛里,中國國民黨
